<s>	~	0.14348110346330567
<s>	@	0.3032980404264206
<s>	V	0.07900949821113998
<s>	^	0.06629678731634674
<s>	#	0.018170096071772335
<s>	L	0.03633111163576267
<s>	!	0.0590323810907506
<s>	N	0.05721627953435156
<s>	,	0.014537892958974268
<s>	D	0.02997475618836605
<s>	O	0.07265314276374335
<s>	A	0.03542306085756315
<s>	G	0.00727348673337813
<s>	S	0.002733232842380546
<s>	P	0.01907814684997185
<s>	E	0.008181537511577647
<s>	R	0.03088280696656557
<s>	$	0.00727348673337813
<s>	X	0.0018251820641810288
<s>	U	0.002733232842380546
<s>	&	0.002733232842380546
<s>	M	0.0009171312859815121
<s>	Z	0.0009171312859815121
~	@	0.4730435815223845
~	O	0.05543680481336342
~	U	0.07522859517871987
~	~	0.03366583541147133
~	#	0.021790761192257452
~	X	0.005957328899972292
~	</s>	0.04949926770375648
~	A	0.01783240311918616
~	P	0.015853224082650517
~	,	0.03168665637493568
~	V	0.04158255155761391
~	$	0.007936507936507936
~	D	0.019811582155721808
~	L	0.013874045046114872
~	^	0.045540909630685196
~	&	0.0019989708269010013
~	!	0.03168665637493568
~	R	0.019811582155721808
~	N	0.025749119265328742
~	E	0.007936507936507936
~	G	0.0019989708269010013
~	Z	0.0019989708269010013
@	~	0.24282540748585746
@	O	0.09042182212693411
@	!	0.1291684963707282
@	E	0.009053806214966549
@	A	0.021969364296231243
@	,	0.05167514788314003
@	P	0.02584403172061065
@	@	0.0994627127838194
@	V	0.07750626404566942
@	L	0.031010254953116528
@	D	0.016803141063725362
@	N	0.042634257226254746
@	U	0.018094696871851834
@	</s>	0.031010254953116528
@	#	0.011636917831219487
@	^	0.028427143336863588
@	R	0.04005114561000181
@	G	0.009053806214966549
@	&	0.012928473639345956
@	S	0.0013044713662077338
@	$	0.00647069459871361
@	X	0.0025960271743342028
O	V	0.6044439776177836
O	^	0.009558275881824953
O	P	0.04584343906957202
O	,	0.09740656570479156
O	D	0.021971621182896323
O	~	0.00573878501995684
O	R	0.08308347497278613
O	N	0.020061875751962267
O	A	0.022926493898363348
O	&	0.01719725760556118
O	</s>	0.015287512174627123
O	E	0.008603403166357925
O	O	0.021971621182896323
O	G	0.003829039589022783
O	T	0.010513148597291981
O	$	0.0009644214426216985
O	U	0.0019192941580887266
O	L	0.0009644214426216985
O	!	0.00573878501995684
O	X	0.0009644214426216985
O	@	0.0009644214426216985
V	O	0.12351010464162146
V	A	0.05160599934017409
V	V	0.15565546936462146
V	P	0.16326884522006885
V	T	0.03426442100276619
V	D	0.1560784346899241
V	N	0.0626030977980425
V	R	0.06979350832818725
V	!	0.004233882906279343
V	</s>	0.01396208538823987
V	,	0.07825281483423988
V	^	0.0329955250268583
V	Z	0.0029649869303714476
V	$	0.01100132811112145
V	@	0.00846353615930566
V	L	0.008886501484608293
V	G	0.002542021605068816
V	&	0.009732432135213555
V	E	0.002542021605068816
V	~	0.0038109175809767112
V	U	0.0021190562797661844
V	#	0.0008501603038582895
V	X	0.000427194978555658
V	S	0.000427194978555658
^	,	0.2589338922795553
^	^	0.24454924686106486
^	V	0.12741713416764278
^	P	0.06268622978443582
^	N	0.11508743809465097
^	U	0.02055976820171383
^	!	0.009257546801471344
^	Z	0.010285021474220661
^	R	0.018504818856215195
^	~	0.00412017343772476
^	E	0.005147648110474076
^	A	0.013367445492468611
^	&	0.02672461623820973
^	</s>	0.02055976820171383
^	$	0.02672461623820973
^	O	0.008230072128722028
^	T	0.0020652240922261265
^	D	0.0020652240922261265
^	S	0.0020652240922261265
^	G	0.015422394837967243
^	L	0.0030926987649754433
^	#	0.0020652240922261265
^	@	0.00103774941947681
,	$	0.018431007012561916
,	</s>	0.22165440100582032
,	O	0.07533355733067426
,	!	0.06015954391251098
,	&	0.027643800873589627
,	R	0.0439016723930503
,	^	0.06124340201380835
,	V	0.10351386796440609
,	A	0.030895375177481765
,	N	0.06449497631770049
,	G	0.017347148911264536
,	P	0.030895375177481765
,	D	0.03523080758267128
,	L	0.04281781429175293
,	U	0.05257253720342933
,	~	0.023308368468400117
,	,	0.02601801372164356
,	#	0.022224510367102737
,	Z	0.001631206442452554
,	E	0.025476084670994874
,	@	0.013011716506075025
,	X	0.001631206442452554
,	Y	0.000547348341155176
$	R	0.022643044382174817
$	N	0.29381722859983733
$	,	0.22602368254542168
$	P	0.16274970622796708
$	&	0.009084335171291692
$	A	0.06331917201482419
$	M	0.004564765434330652
$	G	0.009084335171291692
$	</s>	0.05428003254090211
$	S	0.004564765434330652
$	U	0.004564765434330652
$	~	0.009084335171291692
$	^	0.05428003254090211
$	$	0.018123474645213775
$	!	0.009084335171291692
$	V	0.0316821838560969
$	O	0.022643044382174817
R	A	0.1668536017721448
R	O	0.07712475114264083
R	P	0.11357709671087683
R	,	0.15143145557019883
R	V	0.25377842581947674
R	&	0.008426099879426857
R	R	0.08693884418024282
R	D	0.04207441886549085
R	U	0.004220060006168858
R	E	0.011230126461598856
R	</s>	0.016838179625942855
R	N	0.011230126461598856
R	L	0.015436166334856853
R	^	0.014034153043770856
R	!	0.0070240865883408575
R	~	0.0028180467150828586
R	G	0.0070240865883408575
R	$	0.004220060006168858
R	@	0.0014160334239968595
R	#	0.0028180467150828586
R	Z	0.0014160334239968595
A	</s>	0.034308868734598486
A	,	0.15244010873154995
A	P	0.1194141706678861
A	N	0.46872697711048444
A	A	0.0317684119604705
A	!	0.011444757767446587
A	O	0.013985214541574574
A	V	0.017795899702766557
A	^	0.03303864034753449
A	U	0.003823387445062622
A	D	0.010174529380382593
A	&	0.03303864034753449
A	$	0.020336356476894548
A	R	0.02160658486395854
A	T	0.001282930670934634
A	E	0.0025531590579986278
A	L	0.007634072606254604
A	~	0.007634072606254604
A	G	0.005093615832126616
A	@	0.0025531590579986278
A	#	0.001282930670934634
!	,	0.32590643557186305
!	R	0.02174962583884517
!	</s>	0.17382803070535413
!	E	0.028991454642012263
!	P	0.031405397576401296
!	O	0.09175397093612707
!	!	0.08451214213295997
!	A	0.01933568290445614
!	V	0.041061169313957424
!	N	0.03623328344517936
!	L	0.028991454642012263
!	^	0.03623328344517936
!	#	0.004852025298121952
!	G	0.007265968232510983
!	~	0.012093854101289046
!	D	0.041061169313957424
!	@	0.007265968232510983
!	U	0.007265968232510983
P	O	0.12820682846322737
P	V	0.15325729779113803
P	N	0.1237861574053608
P	$	0.03463595773838469
P	,	0.02653139413229595
P	^	0.13925850610789384
P	D	0.243881054477403
P	R	0.017690052016562784
P	U	0.0014809248043853055
P	Z	0.008111931391185183
P	G	0.00663837437189632
P	@	0.02653139413229595
P	</s>	0.0036912603333185976
P	P	0.019900387545496074
P	A	0.032425622209451395
P	L	0.019163609035851643
P	S	0.0014809248043853055
P	~	0.0036912603333185976
P	#	0.0014809248043853055
P	!	0.0014809248043853055
P	X	0.004428038842963028
P	&	0.0014809248043853055
P	E	0.000744146294740875
T	N	0.07467835166884206
T	R	0.06535521163527876
T	,	0.21452545217229163
T	V	0.05603207160171545
T	P	0.23317173223941823
T	^	0.05603207160171545
T	D	0.1865560320716017
T	E	0.009416371433898937
T	@	0.009416371433898937
T	&	0.009416371433898937
T	O	0.02806265150102554
T	G	0.01873951146746224
T	A	0.009416371433898937
T	</s>	0.02806265150102554
N	&	0.03477488652702208
N	,	0.297900632441525
N	V	0.1108934058808604
N	N	0.13861558268256696
N	</s>	0.03712422354411585
N	~	0.0051732401116404945
N	P	0.19734900810991135
N	A	0.014100720776596843
N	O	0.02490767105522821
N	U	0.016919925197109373
N	@	0.009402046742409291
N	D	0.011281516356084313
N	G	0.012691118566340578
N	E	0.01363085337317809
N	!	0.011751383759503067
N	R	0.03430501912360332
N	$	0.006112974918478005
N	^	0.011281516356084313
N	T	0.0028239030945467185
N	#	0.0037636379013842288
N	L	0.004703372708221739
N	Z	0.0004745660774529427
&	V	0.208657626574661
&	R	0.06423012115862956
&	$	0.032135119955067
&	L	0.056206370857738906
&	N	0.16853887507020782
&	!	0.012075744202840407
&	O	0.16051512476931717
&	P	0.020099494503731045
&	A	0.0762657466099655
&	D	0.09231324721174677
&	^	0.0762657466099655
&	G	0.004051993901949771
&	@	0.016087619353285725
&	U	0.004051993901949771
&	,	0.00806386905239509
D	N	0.5847477581775014
D	P	0.012764162235347213
D	$	0.01374526617349842
D	D	0.008839746482742382
D	V	0.02846182524576654
D	^	0.08830916547299021
D	~	0.0029531228538351353
D	A	0.18347624747365734
D	R	0.015707474049800836
D	S	0.005896434668288758
D	,	0.022575201616859292
D	O	0.005896434668288758
D	</s>	0.003934226791986343
D	@	0.0029531228538351353
D	G	0.006877538606439966
D	T	0.0029531228538351353
D	#	0.0009909149775327198
D	L	0.0019720189156839274
D	U	0.0019720189156839274
D	&	0.0009909149775327198
D	E	0.0019720189156839274
D	Z	0.0009909149775327198
D	!	0.0009909149775327198
#	#	0.29721859027695235
#	$	0.011945798169499583
#	~	0.029775347676215383
#	</s>	0.40419588731724715
#	N	0.01788898133840485
#	,	0.08920717936526804
#	G	0.023832164507310117
#	U	0.023832164507310117
#	^	0.01788898133840485
#	V	0.011945798169499583
#	E	0.011945798169499583
#	O	0.011945798169499583
#	P	0.01788898133840485
#	!	0.011945798169499583
#	D	0.006002615000594319
#	R	0.006002615000594319
#	@	0.006002615000594319
G	N	0.06870086110071134
G	V	0.06870086110071134
G	,	0.10614002246349684
G	</s>	0.11237988269062775
G	@	0.03126169973792587
G	^	0.07494072132784226
G	!	0.018781979283664044
G	U	0.08118058155497317
G	A	0.0437414201921877
G	$	0.03126169973792587
G	~	0.14981904405341323
G	G	0.10614002246349684
G	R	0.012542119056533133
G	O	0.0437414201921877
G	P	0.018781979283664044
G	E	0.006302258829402222
G	D	0.02502183951079496
U	</s>	0.710255209552798
U	$	0.007843596347459611
U	~	0.04296417700772653
U	,	0.039061890267696874
U	#	0.05857332396784516
U	@	0.007843596347459611
U	V	0.0273550300476079
U	P	0.04296417700772653
U	!	0.007843596347459611
U	&	0.015648169827518925
U	U	0.015648169827518925
U	G	0.007843596347459611
U	R	0.003941309607429954
U	O	0.003941309607429954
U	^	0.003941309607429954
U	A	0.003941309607429954
L	N	0.03860988968602947
L	R	0.19675229499344288
L	V	0.3548947003008563
L	D	0.10418113091105455
L	T	0.011609966828666203
L	A	0.1543238447890149
L	P	0.09260973540075601
L	$	0.011609966828666203
L	O	0.019324230502198565
L	,	0.0038957031551338428
L	^	0.007752834991900022
L	G	0.0038957031551338428
E	</s>	0.563579566335906
E	!	0.04906284454244763
E	,	0.04293764547347789
E	O	0.04293764547347789
E	~	0.03681244640450815
E	E	0.11031483523214507
E	L	0.01843684919759892
E	U	0.030687247335538407
E	R	0.01843684919759892
E	#	0.01231165012862918
E	N	0.01231165012862918
E	V	0.030687247335538407
E	P	0.00618645105965944
E	G	0.01231165012862918
E	D	0.00618645105965944
E	&	0.00618645105965944
X	V	0.4934282584884994
X	D	0.4386637458926615
X	,	0.05531215772179627
Z	N	0.41395477109762824
Z	A	0.22090457804743518
Z	,	0.08301158301158301
Z	^	0.16574738003309433
Z	V	0.08301158301158301
Z	G	0.027854384997242142
S	N	0.7386223862238621
S	A	0.1236162361623616
S	^	0.06211562115621155
S	,	0.06211562115621155
M	A	0.44690265486725667
M	V	0.44690265486725667
Y	D	0.8015873015873016
